signature_id,distinct_count,cycle_min,cycle_max,signature_hash,value_set_id,value_set_hash,size,representative_m,member_m_list
534,149,4140,4478,d60a0e9b43d5d0bb,119,78183495dadfb9db,1,535,535
535,2,4288,4294,cab62a695bce5f5a,120,47015eb125ddb8d0,1,536,536
536,79,4258,4436,277c0cadfb551c4b,121,b5459028d0de7d29,1,537,537
537,8,4296,4314,2869f864226ef27c,122,61720199c70ad76f,1,538,538
538,4,4602,4612,17d6a8d96472f8dc,113,fe104a03c08925f3,1,539,539
539,2,4324,4328,ccb8b0219b4e98df,123,e58ba1f2e51b8b87,1,540,540
540,3,4332,4342,da1b66435a124724,124,a5711838bc3e36f1,1,541,541
541,7,4336,4362,c78a9de36451f55f,125,bf391168eb0cbfc9,1,542,542
542,4,4344,4362,09b03edac64958b6,126,c1a6e80cc9d7f60e,1,543,543
543,88,4336,4504,4cd59aaa40e0aa30,127,a8c7811f88487312,1,544,544
544,94,4336,4538,02ef3452e8f81479,128,7e0702d945987bda,1,545,545
545,25,4368,4442,193216b8b6cfc56e,129,a776b0178c1333af,1,546,546
546,24,4370,4438,cbbee51f52bec304,130,66e41f60fea4c7de,1,547,547
547,12,4378,4430,1ba87a6d9320cb2e,131,e33d4207d3edcdf3,1,548,548
548,21,4382,4440,93cfb5cfced35191,132,e115a997f99db12a,1,549,549
549,30,4390,4502,58cc4d191e263c7a,133,78be0ba5c86ec1ef,1,550,550
550,5,2624,2638,94b3c150e165850a,106,e8f7791cc840982e,1,551,551
551,8,4410,4442,c2c74b970a5aeee9,134,5c9042b9fd9eac4a,1,552,552
552,4,4602,4612,cd0f7196c683d750,113,fe104a03c08925f3,1,553,553
553,4,2624,2638,df476f3cd5d79d1a,103,9d8cb7c2d421b364,1,554,554
554,9,4402,4442,c24efa22c3fd67f3,135,4938951a37f8a642,1,555,555
555,3,4522,4534,5883467cb9e61ed5,136,9162023bbdbfaec5,1,556,556
556,5,2624,2638,2cadfdadee554148,106,e8f7791cc840982e,1,557,557
557,9,4402,4442,f285277dfc61ba2b,135,4938951a37f8a642,1,558,558
558,9,4402,4442,63b2d9cb5ea3d5ef,135,4938951a37f8a642,1,559,559
559,4,2624,2638,fc7a103b44d855dd,103,9d8cb7c2d421b364,1,560,560
560,5,2624,2638,8301ff51c80bd3de,106,e8f7791cc840982e,1,561,561
561,4,4602,4612,8f96bca6085834d2,113,fe104a03c08925f3,1,562,562
562,4,4602,4612,2fad2d96861e490e,113,fe104a03c08925f3,1,563,563
563,9,4402,4442,74cce7de92f6f1a0,135,4938951a37f8a642,1,564,564
564,9,4402,4442,ecb21313e7573b8d,135,4938951a37f8a642,1,565,565
565,3,4536,4568,00f43eb54d3f4b15,137,d185f571ea379d57,1,566,566
566,4,4602,4612,aadd2a908829fd58,113,fe104a03c08925f3,1,567,567
567,9,4402,4442,20bbdc83abc0a80a,135,4938951a37f8a642,1,568,568
568,4,4602,4612,695297d8adc54c6d,113,fe104a03c08925f3,1,569,569
569,13,4548,4586,c4e650b2d16f1e57,138,eea0b6bf61573ff1,1,570,570
570,9,4402,4442,b2dac57d7abff674,135,4938951a37f8a642,1,571,571
571,2,4736,4744,1e37f142f35e9df9,139,e9ca95d9796422cb,1,572,572
572,4,4602,4612,334c6fbdf3dfdbbb,113,fe104a03c08925f3,1,573,573
573,4,4602,4612,2614b6fb4e6d3acf,113,fe104a03c08925f3,1,574,574
574,3,4608,4630,5f4ecfe3ef310d3c,140,0fb97f38b1d195e9,1,575,575
575,2,4608,4630,79215776d7cd8ca7,141,8d77c76db662ba15,1,576,576
576,5,2624,2638,ea5fe25053594792,106,e8f7791cc840982e,1,577,577
577,9,4402,4442,eff6142203984a39,135,4938951a37f8a642,1,578,578
578,5,5130,5158,074723e8f19cac07,142,3a338117839958f2,1,579,579
579,7,5270,5288,f9864692e3c3c300,143,5baf40403e1c578a,1,580,580
580,2,4736,4744,5d7b0482a9af4a91,139,e9ca95d9796422cb,1,581,581
581,4,2624,2638,56d3987c4d692e35,103,9d8cb7c2d421b364,1,582,582
582,2,4736,4744,71c8130287d7d9b4,139,e9ca95d9796422cb,1,583,583
583,5,2624,2638,6729bd21eaece7b2,106,e8f7791cc840982e,1,584,584
584,5,5130,5158,276b01c3af7b94d3,142,3a338117839958f2,1,585,585
585,9,4402,4442,aaffdf8fe999dc98,135,4938951a37f8a642,1,586,586
586,8,2618,2642,ae67bca111f07d81,102,d9b72fe9cece512d,1,587,587
587,5,2624,2638,5b1641995d6c3c35,106,e8f7791cc840982e,1,588,588
588,3,4522,4534,03b424423b1ea2bd,136,9162023bbdbfaec5,1,589,589
589,9,4402,4442,55cf349c32897e8f,135,4938951a37f8a642,1,590,590
590,5,5130,5158,8bae051dcd14a2bc,142,3a338117839958f2,1,591,591
591,9,4402,4442,4cba507ba59b5331,135,4938951a37f8a642,1,592,592
592,9,4402,4442,4833f85993a71247,135,4938951a37f8a642,1,593,593
593,5,5130,5158,32d382def7673546,142,3a338117839958f2,1,594,594
594,5,2624,2638,01cf01e01aa79c23,106,e8f7791cc840982e,1,595,595
595,5,2624,2638,665a3cb56f00b11a,106,e8f7791cc840982e,1,596,596
596,5,5130,5158,86e3f093315d84dc,142,3a338117839958f2,1,597,597
597,17,4842,4942,2af1e2472233eb26,144,fb77ab76428b18d1,1,598,598
598,7,5270,5288,25cf42af7893a853,143,5baf40403e1c578a,1,599,599
599,24,4794,4858,ddbc326d69d218f7,145,8c61d7a72237c398,1,600,600
600,5412,2478,8129,f01bf6d497e3b5d2,146,ebeca5f793149f40,1,601,601
601,67,4788,4938,2c2021f90da7832c,147,4bdb180adfcd4572,1,602,602
602,5,5130,5158,d39e971b493ff59f,142,3a338117839958f2,1,603,603
603,24,4826,4898,3188e120c9cc00b1,148,59c9aaade39e0424,1,604,604
604,2,4840,4856,4ab79c9c8e33ec6c,149,3ddd4b314bc09445,1,605,605
605,12,4842,4874,d942756d6119a0e6,150,abd5d12913557bd5,1,606,606
606,191,4760,5138,2aea70ae23785429,151,4385a5bdf2ad4b86,1,607,607
607,16,4858,4938,b39e5d3286ac7e6d,152,144fd245b1e39225,1,608,608
608,9,4912,4946,cf6affb5dd8219e8,153,937cb60fd1093499,1,609,609
609,50,4844,5014,60dee2e173128d23,154,2d8993b98d4c7720,1,610,610
610,8,4890,4938,8dac374e5bf542ba,155,e05be187c02d2b27,1,611,611
611,10,4890,4924,e4b21b7767150b29,156,d82331a8dbf63222,1,612,612
612,1,4904,4904,7b8a30808b1ebdd8,157,4c92d250866acba7,1,613,613
613,8,4912,4946,9b46e8e8a50b3f82,158,e3c4521b7696dbf1,1,614,614
614,3,4950,4978,3f11dc6a7cbb1616,159,fa037e9ee829c6b0,1,615,615
615,3,4970,4978,2960a27d99c60c18,160,8191f160dca771b7,1,616,616
616,29,4944,5128,7d6c7d88931bb1f6,161,4cd1184e4450cd17,1,617,617
617,5,5130,5158,09d40ebe64c1fc1d,142,3a338117839958f2,1,618,618
618,3,4970,4978,6566b5dd9a4dd4c5,160,8191f160dca771b7,1,619,619
619,3,4970,4978,a2e299eaad2dad1e,160,8191f160dca771b7,1,620,620
620,3,4970,4978,0f6f0419e0cc9880,160,8191f160dca771b7,1,621,621
621,2,4976,4978,066df0f2f35eca40,162,c66102ed94ef0ac0,1,622,622
622,21,4984,5128,36e9dd5dc88095ed,163,ae953acf8e064598,1,623,623
623,5,5130,5158,58d7a445922f1a10,142,3a338117839958f2,1,624,624
624,9,4912,4946,feff55ce200da770,153,937cb60fd1093499,1,625,625
625,22,5004,5128,bbcd7a2f85282796,164,08eba0a8c6858281,1,626,626
626,125,4998,5306,943b02bc7809641f,165,b17807082eba38ac,1,627,627
627,3,5022,5036,da0f8e34bc6c1c3f,166,c33e325b47f8b4a4,1,628,628
628,5,5130,5158,8a000a18deb29272,142,3a338117839958f2,1,629,629
629,5391,2610,8306,f5612714ad116798,167,8f9b73a38f38d9ef,1,630,630
630,5,5130,5158,f23f6c586410cb42,142,3a338117839958f2,1,631,631
631,5,5130,5158,5aa77b0242c76d28,142,3a338117839958f2,1,632,632
632,5,5130,5158,7708cbee87e0ad3c,142,3a338117839958f2,1,633,633
633,21,5070,5132,67ba9bdf3733abb7,168,eef1fcb1b4712b93,1,634,634
634,9,4912,4946,025089b2c680d9a7,153,937cb60fd1093499,1,635,635
635,5,5130,5158,7c3eb7a1ca316aa8,142,3a338117839958f2,1,636,636
636,5,5130,5158,33aa7ad6cdc9550a,142,3a338117839958f2,1,637,637
637,9,5104,5134,458711dd7916ed0b,169,2a4ed78dc51d18b6,1,638,638
638,5,5130,5158,c55d134803d8abe2,142,3a338117839958f2,1,639,639
639,5,5130,5158,2ffe2ea24861d0b1,142,3a338117839958f2,1,640,640
640,5,5130,5158,bd095c82bdf4c49f,142,3a338117839958f2,1,641,641
641,8,4912,4946,86dec50b3412a36d,158,e3c4521b7696dbf1,1,642,642
642,5,5130,5158,bc2ba4cd81366090,142,3a338117839958f2,1,643,643
643,5,5130,5158,683b8ff18d2bb160,142,3a338117839958f2,1,644,644
644,5,5130,5158,811a79edf8831cfd,142,3a338117839958f2,1,645,645
645,5,5130,5158,9e3f0500a0765bef,142,3a338117839958f2,1,646,646
646,5,5130,5158,125e8498c616a6b5,142,3a338117839958f2,1,647,647
647,4,5130,5158,bc3bfd1e2bf7ba62,170,3992f71ea17d7370,1,648,648
648,5,5130,5158,e92550e73ce0dffd,142,3a338117839958f2,1,649,649
649,5,5130,5158,4e532969a1b8f52e,142,3a338117839958f2,1,650,650
650,5,5130,5158,54126fb4f12a9cc6,142,3a338117839958f2,1,651,651
651,5,5130,5158,2fe91dd893e16450,142,3a338117839958f2,1,652,652
652,5,5130,5158,2c0d20afce51fd7f,142,3a338117839958f2,1,653,653
653,5,5130,5158,a27507d12842ae27,142,3a338117839958f2,1,654,654
654,5,5130,5158,b0451b8fb1b44b56,142,3a338117839958f2,1,655,655
655,5,5130,5158,402796116db08c29,142,3a338117839958f2,1,656,656
656,5,5130,5158,251d315b1bd2ecf9,142,3a338117839958f2,1,657,657
657,5,5130,5158,8fb58f7024cb944f,142,3a338117839958f2,1,658,658
658,5,5130,5158,fea26f82accc4c60,142,3a338117839958f2,1,659,659
659,5,5130,5158,daf9cac257aadbc8,142,3a338117839958f2,1,660,660
660,5,5130,5158,3c6b5318bae6f622,142,3a338117839958f2,1,661,661
661,5,5130,5158,e8184c4914c7449b,142,3a338117839958f2,1,662,662
662,5,5130,5158,5ecda70330ecb661,142,3a338117839958f2,1,663,663
663,5,5130,5158,9a98d183345f8dfc,142,3a338117839958f2,1,664,664
664,5,5130,5158,431d305df213e368,142,3a338117839958f2,1,665,665
665,9,4912,4946,4e11788da6044e71,153,937cb60fd1093499,1,666,666
666,3,3056,3062,e1aaaca270b94a65,171,fd049f0484a3fce5,1,667,667
667,9,4912,4946,6657fed57b41b51d,153,937cb60fd1093499,1,668,668
668,8,4912,4946,34dc2b93779be689,158,e3c4521b7696dbf1,1,669,669
669,9,4912,4946,c3c2093f27262d6f,153,937cb60fd1093499,1,670,670
670,3,5888,5898,f47e67016c652190,172,7a7129563e320358,1,671,671
671,5,5130,5158,5ecc2a383cabae08,142,3a338117839958f2,1,672,672
672,9,4912,4946,ac71c64b33423e6a,153,937cb60fd1093499,1,673,673
673,9,4912,4946,7b0e477f64f491f5,153,937cb60fd1093499,1,674,674
674,5,5130,5158,f7269f3444b531cf,142,3a338117839958f2,1,675,675
675,5,5130,5158,180c6a36156a5837,142,3a338117839958f2,1,676,676
676,5,5130,5158,b7c6e9c1e7f914cb,142,3a338117839958f2,1,677,677
677,5,5130,5158,69157177b3af9308,142,3a338117839958f2,1,678,678
678,5,5130,5158,147afbd0143f46ad,142,3a338117839958f2,1,679,679
679,9,4912,4946,f39036c78a1cdf19,153,937cb60fd1093499,1,680,680
680,9,4912,4946,cb24940cba5a2599,153,937cb60fd1093499,1,681,681
681,5,5130,5158,0fd0de79db127439,142,3a338117839958f2,1,682,682
682,3,3056,3062,59d0763c2db48763,171,fd049f0484a3fce5,1,683,683
683,9,4912,4946,6159e69bd69523fb,153,937cb60fd1093499,1,684,684
684,3,5888,5898,e6dfbd115bcf54b2,172,7a7129563e320358,1,685,685
685,3,5888,5898,cd27c5b08a4eea34,172,7a7129563e320358,1,686,686
686,5,5130,5158,d5db4c533ca933f2,142,3a338117839958f2,1,687,687
687,5,5130,5158,d7c8658f5ca06d42,142,3a338117839958f2,1,688,688
688,5,5130,5158,1e7574cae82be4ae,142,3a338117839958f2,1,689,689
689,5,5130,5158,1cb9ffed3b046b96,142,3a338117839958f2,1,690,690
690,5,5130,5158,fc95d344378abebd,142,3a338117839958f2,1,691,691
691,4,2880,2918,c6c3ee9412a3c247,173,cabc9e3026a01ead,1,692,692
692,3,5888,5898,15772ba76411430d,172,7a7129563e320358,1,693,693
693,3,3056,3062,ee8ea0723284b991,171,fd049f0484a3fce5,1,694,694
694,8,5800,5846,09af04e1f19facd5,174,7ac2b8b0d7b7fc57,1,695,695
695,5,5130,5158,ccfc35ef782c88b4,142,3a338117839958f2,1,696,696
696,5,5130,5158,ba028ce0970eb38d,142,3a338117839958f2,1,697,697
697,3,5888,5898,4d57a85118ef4096,172,7a7129563e320358,1,698,698
698,3,5888,5898,85be104f9af4eecd,172,7a7129563e320358,1,699,699
699,5,5130,5158,db39cb6feda1339b,142,3a338117839958f2,1,700,700
700,8,5800,5846,792e8ae15aac5c53,174,7ac2b8b0d7b7fc57,1,701,701
701,8,5800,5846,1ed9a2c0d761f36e,174,7ac2b8b0d7b7fc57,1,702,702
702,3,5888,5898,246fb16c36a1acbb,172,7a7129563e320358,1,703,703
703,8,5800,5846,01f6866dad551254,174,7ac2b8b0d7b7fc57,1,704,704
704,8,5800,5846,5edff11166166a23,174,7ac2b8b0d7b7fc57,1,705,705
705,3,5888,5898,87a66c7676f16f5e,172,7a7129563e320358,1,706,706
706,4,5778,5788,228c6131a732abad,175,21e927f37ce1e127,1,707,707
707,4,5778,5788,86d36b98b46fa34c,175,21e927f37ce1e127,1,708,708
708,8,5800,5846,6182cb19e4e5dd77,174,7ac2b8b0d7b7fc57,1,709,709
709,4,5778,5788,818fade604a3b41c,175,21e927f37ce1e127,1,710,710
710,3,5888,5898,b5726db0a46511f5,172,7a7129563e320358,1,711,711
711,3,5888,5898,64a2d014fafa289a,172,7a7129563e320358,1,712,712
712,8,5800,5846,347731fadca0f988,174,7ac2b8b0d7b7fc57,1,713,713
713,8,5800,5846,383d7efe915106a2,174,7ac2b8b0d7b7fc57,1,714,714
714,3,5888,5898,eecc00c1e7f941aa,172,7a7129563e320358,1,715,715
715,8,5800,5846,ba5fd972a130f046,174,7ac2b8b0d7b7fc57,1,716,716
716,8,5800,5846,d7ff72754c0de067,174,7ac2b8b0d7b7fc57,1,717,717
717,4,5778,5788,b20d7a10657746ed,175,21e927f37ce1e127,1,718,718
718,8,5800,5846,649f5d923857d477,174,7ac2b8b0d7b7fc57,1,719,719
719,3,5888,5898,e791272d26227172,172,7a7129563e320358,1,720,720
720,3,5888,5898,446000ec0b81a347,172,7a7129563e320358,1,721,721
721,4,5778,5788,188a123d59862924,175,21e927f37ce1e127,1,722,722
722,152,5720,6086,a7fe0ed0c01cfac4,176,ea3eeb2882d796ab,1,723,723
723,8,5800,5846,970ca2e3891f32a2,174,7ac2b8b0d7b7fc57,1,724,724
724,54,5778,5924,13ae7384f20141ad,177,32f3f4f0be1e1439,1,725,725
725,3,5802,5806,69239757756ca7e9,178,f2c8ff42cf3e1453,1,726,726
726,3,5888,5898,f5e5db4147ca527e,172,7a7129563e320358,1,727,727
727,17,5840,5886,afdc7126cb92eab7,179,36856f152db92310,1,728,728
728,3,5888,5898,c759962a395df3c8,172,7a7129563e320358,1,729,729
729,3,5888,5898,d5d60dc5006aad41,172,7a7129563e320358,1,730,730
730,3,5888,5898,f343ac8912adc82a,172,7a7129563e320358,1,731,731
731,3,5888,5898,de2e8ae618b2c549,172,7a7129563e320358,1,732,732
732,1,5864,5864,c2991a88048dc3bb,180,c264a73fa01fb245,1,733,733
733,3,5888,5898,dac6a89da6c077a6,172,7a7129563e320358,1,734,734
734,3,5888,5898,e7bdf1a139e695b1,172,7a7129563e320358,1,735,735
735,5,5130,5158,911d3e4fb47fefb9,142,3a338117839958f2,1,736,736
736,595,5538,6446,1c6c98cb7e2ee6f1,181,e1e4235a9476c9a8,1,737,737
737,6780,3010,10196,c143f630ba58bac1,182,8232ec68245b91e0,1,738,738
738,7068,3030,10732,dc16e9ef35a5b2b5,183,4db67758275fa130,1,739,739
739,57,5922,6122,81fb32da6cb59825,184,a0343924c2df35b8,1,740,740
740,7384,3024,10708,bd2e307e50ed1654,185,9c41dbb4e6d25f60,1,741,741
741,8,5950,5982,2524652dbf81c216,186,3e949143f7deb12b,1,742,742
742,7080,3092,10574,a332bcd002c99c5a,187,12c99d0057663c6a,1,743,743
743,8,5950,5982,91917fa07c9b04e6,186,3e949143f7deb12b,1,744,744
744,21,5976,6086,d665d7c3f90641cb,188,23e39b82c94541c2,1,745,745
745,9,4912,4946,ebeaeee198d82f16,153,937cb60fd1093499,1,746,746
746,379,5832,6418,895eb0829199422c,189,250f44827f754943,1,747,747
747,6214,3225,9634,1fa8a07127fc5055,190,62e9d38bf51ff5ac,1,748,748
748,321,5898,6418,4af9537a11be9bcd,191,98dd003a5c231da1,1,749,749
749,290,5895,6350,b6ca1046a7ee66ab,192,e8b44c2612f79b2d,1,750,750
750,7328,3072,10826,72e60fe579dac394,193,e3afecef281d05a0,1,751,751
751,155,5964,6226,fee4596bfe1a617b,194,26810fd0f46867b9,1,752,752
752,55,6016,6214,df1259a2fd9a610b,195,c3e2bc90833a2fa5,1,753,753
753,125,6000,6234,280611502ec6d72b,196,068ea5ffe0f9e628,1,754,754
754,2,6052,6056,cd464576f77590f0,197,6370b83ebe90248a,1,755,755
755,2,6052,6056,f4d655639afc3bdb,197,6370b83ebe90248a,1,756,756
756,8,6052,6086,f703ba5bca7096ee,198,7c8269009f2766d8,1,757,757
757,68,6056,6242,ddb068e7a6085bfe,199,704fed893e4d4a83,1,758,758
758,54,6068,6226,a3b1a19da0785bda,200,182f90f096aedf7b,1,759,759
759,45,6056,6226,22695a7b1e1cc224,201,c6bb5fbe0e108cda,1,760,760
760,15,6096,6214,950a0048a1a9c63f,202,8b194f2315f0e9b9,1,761,761
761,9,6090,6128,bffec9e5536b7698,203,7f2aabe3bd3c5953,1,762,762
762,52,6096,6234,3caab895e44b02b1,204,66f6b0d41b079f65,1,763,763
763,33,6108,6234,cfc3692108ce0a24,205,1b87c18e60ba72b6,1,764,764
764,15,6132,6214,4d165104cc2ca380,206,7909aaa0eb506f09,1,765,765
765,7,6144,6214,3a4dec538640da35,207,56b7ccaa4c6b8eb7,1,766,766
766,4,6210,6238,2fe0ffe67820c70e,208,663cd04a06110164,1,767,767
767,21,6140,6218,6ffdf41c1bdc2fb7,209,f6a41101bd0f3f2f,1,768,768
768,19,6138,6202,fa066bd1d760c106,210,417282386afa786e,1,769,769
769,4,6160,6214,e4b4b74dab815c31,211,fa662055942028c6,1,770,770
770,10,6164,6198,c4874f58adccb052,212,a28dbf3de6e3c1f1,1,771,771
771,4,6210,6238,cf58456a699e495f,208,663cd04a06110164,1,772,772
772,4,6210,6238,b99c0be77fe0dd96,208,663cd04a06110164,1,773,773
773,4,6210,6238,8f3e747bf9539c60,208,663cd04a06110164,1,774,774
774,21,6194,6346,7b77ed91fb81413e,213,fc172e14f7f44e7b,1,775,775
775,4,6210,6238,de176d479a596f05,208,663cd04a06110164,1,776,776
776,5,5130,5158,75501752cc7a536c,142,3a338117839958f2,1,777,777
777,4,6210,6238,ebf4f3e540fc5ee6,208,663cd04a06110164,1,778,778
778,4,6210,6238,f12428ae5891e482,208,663cd04a06110164,1,779,779
779,4,6210,6238,2944b22fc93b47af,208,663cd04a06110164,1,780,780
780,3,6192,6218,f33e36d43f085183,214,bfb0c34fafbe57af,1,781,781
781,4,6210,6238,86de3db1fd4c1883,208,663cd04a06110164,1,782,782
782,4,6210,6238,961d97a48454c11f,208,663cd04a06110164,1,783,783
783,4,6210,6238,1fdf4475a44b4448,208,663cd04a06110164,1,784,784
784,3,6192,6218,a566d1b653b661ed,214,bfb0c34fafbe57af,1,785,785
785,4,6210,6238,bd8a4e46baf1fac8,208,663cd04a06110164,1,786,786
786,5,5130,5158,88bd178cb8aff9b4,142,3a338117839958f2,1,787,787
787,4,6210,6238,21e470116627c8ae,208,663cd04a06110164,1,788,788
788,4,6210,6238,b05fb0bd9d5d640f,208,663cd04a06110164,1,789,789
789,4,6210,6238,b72737646e953094,208,663cd04a06110164,1,790,790
790,8,4912,4946,da59c8716a9b4cf2,158,e3c4521b7696dbf1,1,791,791
791,4,6210,6238,5e7f95785b996d71,208,663cd04a06110164,1,792,792
792,4,6210,6238,ccebf5fd703618a0,208,663cd04a06110164,1,793,793
